De;Vers;Km;Minutes
CHRONO LAMBERSART 4424;DUNKERQUE;75;75
CHRONO LAMBERSART 4424;DURY;121;135
CHRONO LAMBERSART 4424;ENGLOS;7;15
CHRONO LAMBERSART 4424;ENT AMIENS BINAT;126;135
CHRONO LAMBERSART 4424;ENT AMIENS SAINT SAUVEUR FLEG;132;135
CHRONO LAMBERSART 4424;ENT AMIENS SAINT SAUVEUR PF;132;135
CHRONO LAMBERSART 4424;ENT AMIENS SUPER POULAINVILLE PGC;127;135
CHRONO LAMBERSART 4424;ENT CARVIN FL;29;30
CHRONO LAMBERSART 4424;ENT CARVIN PF;29;30
CHRONO LAMBERSART 4424;ENT IENA;14;15
CHRONO LAMBERSART 4424;ENT SAINGHIN1;17;30
CHRONO LAMBERSART 4424;FACHES;13;15
CHRONO LAMBERSART 4424;HIRSON;143;150
CHRONO LAMBERSART 4424;LEERS;24;30
CHRONO LAMBERSART 4424;NOYELLES GODAULT;36;45
CHRONO LAMBERSART 4424;PETITE FORET;52;60
CHRONO LAMBERSART 4424;RONCQ;18;30
CHRONO LAMBERSART 4424;ST OMER;64;75
CHRONO LAMBERSART 4424;VALENCIENNES;59;60
CHRONO LAMBERSART 4424;VILLENEUVE 2;10;15
CHRONO MARCQ 4128;4536 LILLE WAZEMMES MY AUCHAN;9;15
CHRONO MARCQ 4128;4926 BILLY BERCLAU SUPER;34;45
CHRONO MARCQ 4128;914 MARQUETTE LES PARTISANS DU GOUT;4;15
CHRONO MARCQ 4128;ARRAS;62;75
CHRONO MARCQ 4128;AUCHAN CITY TOURCOING;8;15
CHRONO MARCQ 4128;BETHUNE;49;60
CHRONO MARCQ 4128;BOULOGNE;118;120
CHRONO MARCQ 4128;CAMBRAI;80;90
CHRONO MARCQ 4128;CHRONO AVELIN 4361;22;30
CHRONO MARCQ 4128;CHRONO BONDUES 4703;4;15
CHRONO MARCQ 4128;CHRONO COMPIEGNE 4345;159;165
CHRONO MARCQ 4128;CHRONO COUDEKERQUE 4242;72;75
CHRONO MARCQ 4128;CHRONO CROIX 4154;7;15
CHRONO MARCQ 4128;CHRONO ELEU DIT LEAUWETTE 4462;45;45
CHRONO MARCQ 4128;CHRONO HALLENNES 4167;16;30
CHRONO MARCQ 4128;CHRONO LAMBERSART 4424;10;15
CHRONO MARCQ 4128;CHRONO MARCQ 4128;0;0
CHRONO MARCQ 4128;CHRONO VALENCIENNES 4370;57;60
CHRONO MARCQ 4128;CHRONO WASQUEHAL 4303;3;15
CHRONO MARCQ 4128;DOUAI;52;60
CHRONO MARCQ 4128;DRIVE BETHUNE;49;60
CHRONO MARCQ 4128;DRIVE CAMBRAI;80;90
CHRONO MARCQ 4128;DRIVE DOUAI;52;60
CHRONO MARCQ 4128;DRIVE ENGLOS;13;15
CHRONO MARCQ 4128;DRIVE FACHES;16;30
CHRONO MARCQ 4128;DRIVE LEERS;13;15
CHRONO MARCQ 4128;DRIVE NOYELLES;37;45
CHRONO MARCQ 4128;DRIVE PETITE FORET;52;60
CHRONO MARCQ 4128;DRIVE RONCQ;10;15
CHRONO MARCQ 4128;DRIVE VALENCIENNES;59;60
CHRONO MARCQ 4128;DRIVE VILLENEUVE D'ASCQ;12;15
CHRONO MARCQ 4128;DUNKERQUE;81;90
CHRONO MARCQ 4128;DURY;122;135
CHRONO MARCQ 4128;ENGLOS;14;15
CHRONO MARCQ 4128;ENT AMIENS BINAT;123;135
CHRONO MARCQ 4128;ENT AMIENS SAINT SAUVEUR FLEG;134;135
CHRONO MARCQ 4128;ENT AMIENS SAINT SAUVEUR PF;134;135
CHRONO MARCQ 4128;ENT AMIENS SUPER POULAINVILLE PGC;129;135
CHRONO MARCQ 4128;ENT CARVIN FL;31;45
CHRONO MARCQ 4128;ENT CARVIN PF;31;45
CHRONO MARCQ 4128;ENT IENA;15;15
CHRONO MARCQ 4128;ENT SAINGHIN1;18;30
CHRONO MARCQ 4128;ENT SOCOPAL DIEPPE;232;240
CHRONO MARCQ 4128;FACHES;14;15
CHRONO MARCQ 4128;LEERS;13;15
CHRONO MARCQ 4128;LOUVROIL;92;105
CHRONO MARCQ 4128;NOYELLES GODAULT;38;45
CHRONO MARCQ 4128;PETITE FORET;52;60
CHRONO MARCQ 4128;RONCQ;10;15
CHRONO MARCQ 4128;SOCOPAL;232;240
CHRONO MARCQ 4128;ST OMER;71;75
CHRONO MARCQ 4128;VALENCIENNES;59;60
CHRONO MARCQ 4128;VILLENEUVE 2;11;15
CHRONO MARCQ 4128;VIRY NOUREUIL;140;150
CHRONO VALENCIENNES 4370;1186 ST QUENTIN SCHUMANN SUPER;80;90
CHRONO VALENCIENNES 4370;4536 LILLE WAZEMMES MY AUCHAN;52;60
CHRONO VALENCIENNES 4370;ARRAS;78;90
CHRONO VALENCIENNES 4370;CAMBRAI;29;30
CHRONO VALENCIENNES 4370;CHRONO AVELIN 4361;42;45
CHRONO VALENCIENNES 4370;CHRONO BONDUES 4703;60;60
CHRONO VALENCIENNES 4370;CHRONO COMPIEGNE 4345;140;150
CHRONO VALENCIENNES 4370;CHRONO CROIX 4154;55;60
CHRONO VALENCIENNES 4370;CHRONO ELEU DIT LEAUWETTE 4462;62;75
CHRONO VALENCIENNES 4370;CHRONO HALLENNES 4167;60;60
CHRONO VALENCIENNES 4370;CHRONO LAMBERSART 4424;55;60
CHRONO VALENCIENNES 4370;CHRONO MARCQ 4128;56;60
CHRONO VALENCIENNES 4370;CHRONO VALENCIENNES 4370;0;0
CHRONO VALENCIENNES 4370;CHRONO WASQUEHAL 4303;56;60
CHRONO VALENCIENNES 4370;DOUAI;42;45
CHRONO VALENCIENNES 4370;DRIVE CAMBRAI;29;30
CHRONO VALENCIENNES 4370;DRIVE DOUAI;42;45
CHRONO VALENCIENNES 4370;DRIVE LEERS;59;60
CHRONO VALENCIENNES 4370;DRIVE LOUVROIL;38;45
CHRONO VALENCIENNES 4370;DRIVE NOYELLES;53;60
CHRONO VALENCIENNES 4370;DRIVE PETITE FORET;6;15
CHRONO VALENCIENNES 4370;DRIVE RONCQ;63;75
CHRONO VALENCIENNES 4370;DRIVE VALENCIENNES;2;15
CHRONO VALENCIENNES 4370;DRIVE VILLENEUVE D'ASCQ;46;60
CHRONO VALENCIENNES 4370;DURY;109;120
CHRONO VALENCIENNES 4370;ENGLOS;59;60
CHRONO VALENCIENNES 4370;ENT AMIENS BINAT;110;120
CHRONO VALENCIENNES 4370;ENT AMIENS SAINT SAUVEUR FLEG;133;135
CHRONO VALENCIENNES 4370;ENT AMIENS SAINT SAUVEUR PF;133;135
CHRONO VALENCIENNES 4370;ENT AMIENS SUPER POULAINVILLE PGC;128;135
CHRONO VALENCIENNES 4370;ENT CARVIN FL;64;75
CHRONO VALENCIENNES 4370;ENT CARVIN PF;64;75
CHRONO VALENCIENNES 4370;ENT IENA;47;60
CHRONO VALENCIENNES 4370;ENT SAINGHIN1;45;45
CHRONO VALENCIENNES 4370;ENT SOCOPAL DIEPPE;211;225
CHRONO VALENCIENNES 4370;FACHES;49;60
CHRONO VALENCIENNES 4370;HIRSON;89;90
CHRONO VALENCIENNES 4370;LEERS;59;60
CHRONO VALENCIENNES 4370;LOUVROIL;36;45
CHRONO VALENCIENNES 4370;MONTIVILLIERS;299;300
CHRONO VALENCIENNES 4370;NOYELLES GODAULT;54;60
CHRONO VALENCIENNES 4370;PETITE FORET;6;15
CHRONO VALENCIENNES 4370;RONCQ;63;75
CHRONO VALENCIENNES 4370;SOCOPAL;211;225
CHRONO VALENCIENNES 4370;VALENCIENNES;2;15
CHRONO VALENCIENNES 4370;VILLENEUVE 2;47;60
CHRONO VALENCIENNES 4370;VIRY NOUREUIL;104;105
CHRONO WASQUEHAL 4303;4536 LILLE WAZEMMES MY AUCHAN;11;15
CHRONO WASQUEHAL 4303;4926 BILLY BERCLAU SUPER;39;45
CHRONO WASQUEHAL 4303;914 MARQUETTE LES PARTISANS DU GOUT;7;15
CHRONO WASQUEHAL 4303;ARRAS;61;75
CHRONO WASQUEHAL 4303;AUCHAN CITY TOURCOING;8;15
CHRONO WASQUEHAL 4303;BETHUNE;53;60
CHRONO WASQUEHAL 4303;CHRONO AVELIN 4361;20;30
CHRONO WASQUEHAL 4303;CHRONO BONDUES 4703;9;15
CHRONO WASQUEHAL 4303;CHRONO COMPIEGNE 4345;155;165
CHRONO WASQUEHAL 4303;CHRONO COUDEKERQUE 4242;77;90
CHRONO WASQUEHAL 4303;CHRONO CROIX 4154;4;15
CHRONO WASQUEHAL 4303;CHRONO ELEU DIT LEAUWETTE 4462;45;45
CHRONO WASQUEHAL 4303;CHRONO HALLENNES 4167;18;30
CHRONO WASQUEHAL 4303;CHRONO LAMBERSART 4424;13;15
CHRONO WASQUEHAL 4303;CHRONO MARCQ 4128;4;15
CHRONO WASQUEHAL 4303;CHRONO VALENCIENNES 4370;54;60
CHRONO WASQUEHAL 4303;CHRONO WASQUEHAL 4303;0;0
CHRONO WASQUEHAL 4303;DOUAI;47;60
CHRONO WASQUEHAL 4303;DRIVE BETHUNE;53;60
CHRONO WASQUEHAL 4303;DRIVE DOUAI;47;60
CHRONO WASQUEHAL 4303;DRIVE LEERS;13;15
CHRONO WASQUEHAL 4303;DRIVE RONCQ;12;15
CHRONO WASQUEHAL 4303;DRIVE VALENCIENNES;56;60
CHRONO WASQUEHAL 4303;ENGLOS;18;30
CHRONO WASQUEHAL 4303;ENT AMIENS BINAT;124;135
CHRONO WASQUEHAL 4303;ENT AMIENS SUPER POULAINVILLE PGC;127;135
CHRONO WASQUEHAL 4303;ENT CARVIN FL;29;30
CHRONO WASQUEHAL 4303;ENT CARVIN PF;29;30
CHRONO WASQUEHAL 4303;ENT IENA;16;30
CHRONO WASQUEHAL 4303;ENT SAINGHIN1;14;15
CHRONO WASQUEHAL 4303;FACHES;14;15
CHRONO WASQUEHAL 4303;LEERS;13;15
CHRONO WASQUEHAL 4303;NOYELLES GODAULT;36;45
CHRONO WASQUEHAL 4303;RONCQ;12;15
CHRONO WASQUEHAL 4303;VALENCIENNES;56;60
CHRONO WASQUEHAL 4303;VILLENEUVE 2;8;15
CORMEILLES EN PARISIS CHRONODRIVE 413;BEAUVAIS;69;75
CORMEILLES EN PARISIS CHRONODRIVE 413;CERGY CHRONODRIVE 469;20;30
CORMEILLES EN PARISIS CHRONODRIVE 413;CHRONO IFS;227;240
CORMEILLES EN PARISIS CHRONODRIVE 413;CORMEILLES EN PARISIS CHRONODRIVE 413;0;0
CORMEILLES EN PARISIS CHRONODRIVE 413;DRIVE OSNY;19;30
CORMEILLES EN PARISIS CHRONODRIVE 413;DRIVE ROISSY;33;45
CORMEILLES EN PARISIS CHRONODRIVE 413;DRIVE TAVERNY;11;15
CORMEILLES EN PARISIS CHRONODRIVE 413;ENT AMIENS SAINT SAUVEUR FLEG;134;135
CORMEILLES EN PARISIS CHRONODRIVE 413;ENT AMIENS SAINT SAUVEUR PF;134;135
CORMEILLES EN PARISIS CHRONODRIVE 413;ENT AMIENS SUPER POULAINVILLE PGC;137;150
CORMEILLES EN PARISIS CHRONODRIVE 413;ENT CARVIN FL;212;225
CORMEILLES EN PARISIS CHRONODRIVE 413;ENT CARVIN PF;212;225
CORMEILLES EN PARISIS CHRONODRIVE 413;ENT SERRIS 1;58;60
CORMEILLES EN PARISIS CHRONODRIVE 413;ENT SERRIS 2;60;60
CORMEILLES EN PARISIS CHRONODRIVE 413;ENT V DHL;56;60
CORMEILLES EN PARISIS CHRONODRIVE 413;ENT V GEODIS;56;60
CORMEILLES EN PARISIS CHRONODRIVE 413;FRANQUEVILLE CHRONODRIVE 4475;96;105
CORMEILLES EN PARISIS CHRONODRIVE 413;HERBLAY CHRONODRIVE 444;6;15
CORMEILLES EN PARISIS CHRONODRIVE 413;HOUILLES SUPER 1073;5;15
CORMEILLES EN PARISIS CHRONODRIVE 413;LES MUREAUX HALLES AUCHAN;35;45
CORMEILLES EN PARISIS CHRONODRIVE 413;MAUREPAS SUPER 4492;38;45
CORMEILLES EN PARISIS CHRONODRIVE 413;MERU;43;45
CORMEILLES EN PARISIS CHRONODRIVE 413;NOGENT SUR OISE;63;75
CORMEILLES EN PARISIS CHRONODRIVE 413;NOYON;115;120
CORMEILLES EN PARISIS CHRONODRIVE 413;OSNY;19;30
CORMEILLES EN PARISIS CHRONODRIVE 413;ROISSY;33;45
CORMEILLES EN PARISIS CHRONODRIVE 413;SOISY;12;15
CORMEILLES EN PARISIS CHRONODRIVE 413;TAVERNY;11;15
DIEPPE;4313 CANTELEU SUPER;59;60
DIEPPE;4977 RUE SUPER;77;90
DIEPPE;ARRAS;154;165
DIEPPE;BEAUVAIS;110;120
DIEPPE;BOULOGNE;146;150
DIEPPE;CAEN CHRONO 352;184;195
DIEPPE;CALAIS;173;180
DIEPPE;CHRONO AVELIN 4361;238;240
DIEPPE;CHRONO IFS;182;195
DIEPPE;DIEPPE;0;0
DIEPPE;DOUAI;224;225
DIEPPE;DRIVE DIEPPE;1;15
DIEPPE;DRIVE DOUAI;224;225
DIEPPE;DRIVE MONTIVILLIERS;111;120
DIEPPE;DRIVE PETITE FORET;236;240
DIEPPE;DURY;112;120
DIEPPE;ENT AMIENS SAINT SAUVEUR FLEG;115;120
DIEPPE;ENT AMIENS SAINT SAUVEUR PF;115;120
DIEPPE;ENT AMIENS SUPER POULAINVILLE PGC;117;120
DIEPPE;ENT CARVIN FL;180;180
DIEPPE;ENT CARVIN PF;180;180
DIEPPE;FACHES;242;255
DIEPPE;FRANQUEVILLE CHRONODRIVE 4475;71;75
DIEPPE;LE HAVRE;117;120
DIEPPE;LONGUEIL SAINTE MARIE SUPER 4315;164;165
DIEPPE;MERS LES BAINS;36;45
DIEPPE;MONTIVILLIERS;110;120
DIEPPE;PETITE FORET;236;240
DIEPPE;VAL DE REUIL SUPER 1209;95;105
DIFFERDANGE;AUCHAN LUXEMBOURG SUPPLY;20;30
DIFFERDANGE;DIFFERDANGE;0;0
DIFFERDANGE;ENT SERRIS 2;330;330
DIFFERDANGE;KIRCHBERG;25;30
DIFFERDANGE;LA CLOCHE D'OR;36;45
DIFFERDANGE;LAXOU;122;135
DIFFERDANGE;MONT SAINT MARTIN;13;15
DIFFERDANGE;NANCY CENTRE;124;135
DIFFERDANGE;SEMECOURT;61;75
DIFFERDANGE;STRASBOURG;229;240
DIFFERDANGE;TOMBLAINE;124;135
DOUAI;1297 HARNES SUPER;25;30
DOUAI;4926 BILLY BERCLAU SUPER;36;45
DOUAI;914 MARQUETTE LES PARTISANS DU GOUT;48;60
DOUAI;ARRAS;31;45
DOUAI;AUCHAN CITY TOURCOING;55;60
DOUAI;BETHUNE;51;60
DOUAI;BOULOGNE;129;135
DOUAI;CALAIS;133;135
DOUAI;CAMBRAI;26;30
DOUAI;CHRONO AVELIN 4361;27;30
DOUAI;CHRONO BONDUES 4703;55;60
DOUAI;CHRONO COUDEKERQUE 4242;109;120
DOUAI;CHRONO CROIX 4154;52;60
DOUAI;CHRONO ELEU DIT LEAUWETTE 4462;30;30
DOUAI;CHRONO HALLENNES 4167;43;45
DOUAI;CHRONO LAMBERSART 4424;47;60
DOUAI;CHRONO MARCQ 4128;51;60
DOUAI;CHRONO VALENCIENNES 4370;42;45
DOUAI;CHRONO WASQUEHAL 4303;51;60
DOUAI;DIEPPE;224;225
DOUAI;DIEPPE;172;180
DOUAI;DOUAI;0;0
DOUAI;DRIVE ARRAS;32;45
DOUAI;DRIVE BETHUNE;51;60
DOUAI;DRIVE BOULOGNE;132;135
DOUAI;DRIVE CALAIS;130;135
DOUAI;DRIVE CAMBRAI;26;30
DOUAI;DRIVE CERGY;200;210
DOUAI;DRIVE DOUAI;0;0
DOUAI;DRIVE DURY;115;120
DOUAI;DRIVE ENGLOS;52;60
DOUAI;DRIVE FACHES;36;45
DOUAI;DRIVE LEERS;52;60
DOUAI;DRIVE LOUVROIL;75;75
DOUAI;DRIVE NOYELLES;21;30
DOUAI;DRIVE NOYON;107;120
DOUAI;DRIVE PETITE FORET;44;45
DOUAI;DRIVE RONCQ;56;60
DOUAI;DRIVE ST QUENTIN;66;75
DOUAI;DRIVE VALENCIENNES;42;45
DOUAI;DRIVE VILLENEUVE D'ASCQ;40;45
DOUAI;DUNKERQUE;118;120
DOUAI;DURY;87;90
DOUAI;ENGLOS;52;60
DOUAI;ENT AMIENS BINAT;83;90
DOUAI;ENT AMIENS SAINT SAUVEUR FLEG;123;135
DOUAI;ENT AMIENS SAINT SAUVEUR PF;123;135
DOUAI;ENT AMIENS SUPER POULAINVILLE PGC;119;120
DOUAI;ENT CARVIN FL;27;30
DOUAI;ENT CARVIN PF;27;30
DOUAI;ENT IENA;37;45
DOUAI;ENT IENA1;38;45
DOUAI;ENT IENA2;38;45
DOUAI;ENT SAINGHIN1;41;45
DOUAI;ENT SERRIS 1;215;225
DOUAI;ENT SOCOPAL DIEPPE;201;210
DOUAI;ENT V DHL;231;240
DOUAI;ENT V GEODIS;231;240
DOUAI;FACHES;36;45
DOUAI;HIRSON;96;105
DOUAI;LE HAVRE;270;270
DOUAI;LEERS;52;60
DOUAI;LOUVROIL;75;75
DOUAI;MERS LES BAINS;138;150
DOUAI;MONTIVILLIERS;260;270
DOUAI;NOGENT SUR OISE;154;165
DOUAI;NOYELLES GODAULT;15;15
DOUAI;NOYON;107;120
DOUAI;PETITE FORET;44;45
DOUAI;RONCQ;56;60
DOUAI;SOCOPAL;201;210
DOUAI;ST OMER;90;90
DOUAI;ST QUENTIN;62;75
DOUAI;VALENCIENNES;42;45
DOUAI;VILLENEUVE 2;41;45
DOUAI;VIRY NOUREUIL;95;105
DRIVE ARRAS;ARRAS;1;15
DRIVE ARRAS;AUCHAN CITY TOURCOING;70;75
DRIVE ARRAS;BETHUNE;36;45
DRIVE ARRAS;CALAIS;115;120
DRIVE ARRAS;CAMBRAI;54;60
DRIVE ARRAS;CHERBOURG;428;435
DRIVE ARRAS;CHRONO AVELIN 4361;48;60
DRIVE ARRAS;CHRONO ELEU DIT LEAUWETTE 4462;20;30
DRIVE ARRAS;CHRONO HALLENNES 4167;49;60
DRIVE ARRAS;CHRONO WASQUEHAL 4303;65;75
DRIVE ARRAS;DOUAI;32;45
DRIVE ARRAS;DRIVE ARRAS;0;0
DRIVE ARRAS;DRIVE BEAUVAIS;132;135
DRIVE ARRAS;DRIVE BETHUNE;36;45
DRIVE ARRAS;DRIVE BOULOGNE;123;135
DRIVE ARRAS;DRIVE CALAIS;115;120
DRIVE ARRAS;DRIVE CAMBRAI;54;60
DRIVE ARRAS;DRIVE CHERBOURG;428;435
DRIVE ARRAS;DRIVE DOUAI;32;45
DRIVE ARRAS;DRIVE DUNKERQUE;120;120
DRIVE ARRAS;DRIVE ENGLOS;53;60
DRIVE ARRAS;DRIVE FACHES;52;60
DRIVE ARRAS;DRIVE LEERS;70;75
DRIVE ARRAS;DRIVE NOYELLES;27;30
DRIVE ARRAS;DRIVE PETITE FORET;82;90
DRIVE ARRAS;DRIVE RONCQ;72;75
DRIVE ARRAS;DRIVE VALENCIENNES;76;90
DRIVE ARRAS;DRIVE VILLENEUVE D'ASCQ;58;60
DRIVE ARRAS;DURY;81;90
DRIVE ARRAS;ENGLOS;52;60
DRIVE ARRAS;ENT AMIENS BINAT;64;75
DRIVE ARRAS;ENT AMIENS SAINT SAUVEUR FLEG;69;75
DRIVE ARRAS;ENT AMIENS SAINT SAUVEUR PF;69;75
DRIVE ARRAS;ENT AMIENS SUPER POULAINVILLE PGC;61;75
DRIVE ARRAS;ENT CARVIN FL;34;45
DRIVE ARRAS;ENT CARVIN PF;34;45
DRIVE ARRAS;ENT IENA;50;60
DRIVE ARRAS;ENT SAINGHIN1;54;60
DRIVE ARRAS;ENT SOCOPAL DIEPPE;161;165
DRIVE ARRAS;FACHES;52;60
DRIVE ARRAS;HIRSON;114;120
DRIVE ARRAS;LEERS;70;75
DRIVE ARRAS;LOUVROIL;112;120
DRIVE ARRAS;NOYELLES GODAULT;28;30
DRIVE ARRAS;PETITE FORET;82;90
DRIVE ARRAS;RONCQ;72;75
DRIVE ARRAS;SOCOPAL;161;165
DRIVE ARRAS;ST OMER;76;90
DRIVE ARRAS;ST QUENTIN;82;90
DRIVE ARRAS;VALENCIENNES;76;90
DRIVE ARRAS;VILLENEUVE 2;58;60
DRIVE ARRAS;VIRY NOUREUIL;103;105
DRIVE BEAUVAIS;4313 CANTELEU SUPER;93;105
DRIVE BEAUVAIS;ARRAS;133;135
DRIVE BEAUVAIS;BEAUVAIS;0;0
DRIVE BEAUVAIS;BETHUNE;188;195
DRIVE BEAUVAIS;CAMBRAI;155;165
DRIVE BEAUVAIS;CERGY;53;60
DRIVE BEAUVAIS;CERGY CHRONODRIVE 469;56;60
DRIVE BEAUVAIS;CHRONO COMPIEGNE 4345;60;60
DRIVE BEAUVAIS;CORMEILLES EN PARISIS CHRONODRIVE 413;71;75
DRIVE BEAUVAIS;DRIVE BEAUVAIS;0;0
DRIVE BEAUVAIS;DRIVE BETHUNE;188;195
DRIVE BEAUVAIS;DRIVE CAMBRAI;155;165
DRIVE BEAUVAIS;DRIVE CERGY;61;75
DRIVE BEAUVAIS;DRIVE NOGENT SUR OISE;41;45
DRIVE BEAUVAIS;DRIVE NOYON;82;90
DRIVE BEAUVAIS;DRIVE OSNY;49;60
DRIVE BEAUVAIS;DRIVE PETITE FORET;183;195
DRIVE BEAUVAIS;DRIVE ROISSY;71;75
DRIVE BEAUVAIS;DRIVE RONCQ;209;210
DRIVE BEAUVAIS;DRIVE TAVERNY;58;60
DRIVE BEAUVAIS;DURY;59;60
DRIVE BEAUVAIS;ENT AMIENS BINAT;72;75
DRIVE BEAUVAIS;ENT AMIENS SAINT SAUVEUR FLEG;69;75
DRIVE BEAUVAIS;ENT AMIENS SAINT SAUVEUR PF;69;75
DRIVE BEAUVAIS;ENT AMIENS SUPER POULAINVILLE PGC;72;75
DRIVE BEAUVAIS;ENT CARVIN FL;179;180
DRIVE BEAUVAIS;ENT CARVIN PF;179;180
DRIVE BEAUVAIS;ENT IENA;190;195
DRIVE BEAUVAIS;ENT SAINGHIN1;193;195
DRIVE BEAUVAIS;ENT SERRIS 1;106;120
DRIVE BEAUVAIS;ENT V DHL;113;120
DRIVE BEAUVAIS;ENT V GEODIS;113;120
DRIVE BEAUVAIS;HERBLAY CHRONODRIVE 444;58;60
DRIVE BEAUVAIS;HOUILLES SUPER 1073;75;75
DRIVE BEAUVAIS;LA QUEUE LES YVELINES SUPER 1096;117;120
DRIVE BEAUVAIS;LONGUEIL SAINTE MARIE SUPER 4315;54;60
DRIVE BEAUVAIS;MAUREPAS SUPER 4492;106;120
DRIVE BEAUVAIS;MERU;31;45
DRIVE BEAUVAIS;NOGENT SUR OISE;43;45
DRIVE BEAUVAIS;NOYON;80;90
DRIVE BEAUVAIS;OSNY;49;60
DRIVE BEAUVAIS;PETITE FORET;183;195
DRIVE BEAUVAIS;ROISSY;70;75
DRIVE BEAUVAIS;RONCQ;209;210
DRIVE BEAUVAIS;SOISY;63;75
DRIVE BEAUVAIS;TAVERNY;58;60
DRIVE BEAUVAIS;VIRY NOUREUIL;103;105
DRIVE BETHUNE;1267 CALAIS DELAROCHE SUPER;78;90
DRIVE BETHUNE;1297 HARNES SUPER;32;45
DRIVE BETHUNE;4536 LILLE WAZEMMES MY AUCHAN;43;45
DRIVE BETHUNE;4926 BILLY BERCLAU SUPER;20;30
DRIVE BETHUNE;4977 RUE SUPER;110;120
DRIVE BETHUNE;914 MARQUETTE LES PARTISANS DU GOUT;45;45
DRIVE BETHUNE;ARRAS;37;45
DRIVE BETHUNE;AUCHAN CITY TOURCOING;56;60
DRIVE BETHUNE;BEAUVAIS;187;195
DRIVE BETHUNE;BETHUNE;0;0
DRIVE BETHUNE;BOULOGNE;82;90
DRIVE BETHUNE;CALAIS;86;90
DRIVE BETHUNE;CAMBRAI;70;75
DRIVE BETHUNE;CHRONO AVELIN 4361;41;45
DRIVE BETHUNE;CHRONO BONDUES 4703;51;60
DRIVE BETHUNE;CHRONO COUDEKERQUE 4242;67;75
DRIVE BETHUNE;CHRONO CROIX 4154;54;60
DRIVE BETHUNE;CHRONO ELEU DIT LEAUWETTE 4462;23;30
DRIVE BETHUNE;CHRONO HALLENNES 4167;32;45
DRIVE BETHUNE;CHRONO LAMBERSART 4424;43;45
DRIVE BETHUNE;CHRONO MARCQ 4128;50;60
DRIVE BETHUNE;CHRONO VALENCIENNES 4370;82;90
DRIVE BETHUNE;CHRONO WASQUEHAL 4303;53;60
DRIVE BETHUNE;DIEPPE;155;165
DRIVE BETHUNE;DIEPPE;153;165
DRIVE BETHUNE;DOUAI;49;60
DRIVE BETHUNE;DRIVE ARRAS;33;45
DRIVE BETHUNE;DRIVE BETHUNE;0;0
DRIVE BETHUNE;DRIVE CALAIS;83;90
DRIVE BETHUNE;DRIVE CAMBRAI;70;75
DRIVE BETHUNE;DRIVE DOUAI;49;60
DRIVE BETHUNE;DRIVE DUNKERQUE;75;75
DRIVE BETHUNE;DRIVE ENGLOS;36;45
DRIVE BETHUNE;DRIVE FACHES;47;60
DRIVE BETHUNE;DRIVE LEERS;60;60
DRIVE BETHUNE;DRIVE LOUVROIL;115;120
DRIVE BETHUNE;DRIVE NOYELLES;35;45
DRIVE BETHUNE;DRIVE NOYON;132;135
DRIVE BETHUNE;DRIVE PETITE FORET;80;90
DRIVE BETHUNE;DRIVE RONCQ;56;60
DRIVE BETHUNE;DRIVE ST OMER;44;45
DRIVE BETHUNE;DRIVE VALENCIENNES;82;90
DRIVE BETHUNE;DRIVE VILLENEUVE D'ASCQ;45;45
DRIVE BETHUNE;DUNKERQUE;76;90
DRIVE BETHUNE;DURY;89;90
DRIVE BETHUNE;ENGLOS;36;45
DRIVE BETHUNE;ENT AMIENS BINAT;83;90
DRIVE BETHUNE;ENT AMIENS SAINT SAUVEUR FLEG;119;120
DRIVE BETHUNE;ENT AMIENS SAINT SAUVEUR PF;119;120
DRIVE BETHUNE;ENT AMIENS SUPER POULAINVILLE PGC;96;105
DRIVE BETHUNE;ENT CARVIN FL;37;45
DRIVE BETHUNE;ENT CARVIN PF;37;45
DRIVE BETHUNE;ENT IENA;48;60
DRIVE BETHUNE;ENT IENA1;59;60
DRIVE BETHUNE;ENT IENA2;59;60
DRIVE BETHUNE;ENT SAINGHIN1;52;60
DRIVE BETHUNE;ENT SOCOPAL DIEPPE;162;165
DRIVE BETHUNE;FACHES;47;60
DRIVE BETHUNE;HIRSON;144;150
DRIVE BETHUNE;LEERS;60;60
DRIVE BETHUNE;LONGUEIL SAINTE MARIE SUPER 4315;147;150
DRIVE BETHUNE;LOUVROIL;115;120
DRIVE BETHUNE;MERS LES BAINS;120;120
DRIVE BETHUNE;MERU;213;225
DRIVE BETHUNE;MONTIVILLIERS;251;255
DRIVE BETHUNE;NOYELLES GODAULT;36;45
DRIVE BETHUNE;NOYON;132;135
DRIVE BETHUNE;PETITE FORET;80;90
DRIVE BETHUNE;RONCQ;56;60
DRIVE BETHUNE;SOCOPAL;162;165
DRIVE BETHUNE;ST OMER;42;45
DRIVE BETHUNE;ST QUENTIN;100;105
DRIVE BETHUNE;VALENCIENNES;82;90
DRIVE BETHUNE;VILLENEUVE 2;46;60
DRIVE BETHUNE;VIRY NOUREUIL;127;135
DRIVE BOULOGNE;CALAIS;41;45
DRIVE BOULOGNE;CAMBRAI;147;150
DRIVE BOULOGNE;CHRONO COUDEKERQUE 4242;80;90
DRIVE BOULOGNE;CHRONO LAMBERSART 4424;112;120
DRIVE BOULOGNE;CHRONO WASQUEHAL 4303;122;135
DRIVE BOULOGNE;DOUAI;131;135
DRIVE BOULOGNE;DRIVE BOULOGNE;0;0
DRIVE BOULOGNE;DRIVE CALAIS;34;45
